StockCode,Description,TotalRevenue,UnitsSold,FirstSale,LastSale,DaysWithSales,TotalOrders,AvgPrice,Recency,SalesFreq,Segment
23620,SET 10 CARDS PERFECT POST 17090,24.900000000000002,10,2011-09-02 16:39:00,2011-11-18 15:59:00,7,7,2.49,21,7,0
23621,SET 10 CARDS DAVID'S MADONNA 17074,14.940000000000001,6,2011-11-11 09:05:00,2011-12-09 10:03:00,4,4,2.49,1,4,0
23623,SET 10 CARD CHRISTMAS WELCOME 17112,23.28,8,2011-09-02 16:39:00,2011-11-29 16:33:00,6,6,2.91,10,6,0
23624,SET 10 CARD PERFECT NATIVITY 17089,9.96,4,2011-09-22 16:28:00,2011-11-11 09:05:00,4,4,2.49,29,4,0
23625,SET 6 CARDS SPARKLY REINDEER 17262,44.910000000000004,9,2011-09-15 16:32:00,2011-12-02 16:39:00,4,4,4.99,7,4,0
23626,SET 10 CARDS DINKY TREE 17076,107.07000000000001,43,2011-10-03 16:14:00,2011-12-08 09:28:00,15,16,2.49,2,15,0
23627,SET 10 CARDS XMAS GRAPHIC  17218,17.43,7,2011-11-11 09:05:00,2011-11-25 14:25:00,2,2,2.4899999999999998,14,2,0
23628,SET 10 CARDS TRIANGLE ICONS  17220,2.91,1,2011-10-31 14:41:00,2011-10-31 14:41:00,1,1,2.91,39,1,0
23629,SET 10 CARDS DRESSING UP 17077,59.760000000000005,24,2011-09-21 15:43:00,2011-11-25 14:25:00,10,10,2.49,14,10,0
23630,SET 10 CARDS HANGING BAUBLES 17080,5.48,2,2011-09-22 09:38:00,2011-11-30 15:13:00,2,2,2.74,9,2,0
23632,SET 10 CARDS CHEERFUL ROBIN 17065,31.200000000000003,15,2011-09-23 17:04:00,2011-11-30 15:13:00,10,10,2.08,9,10,0
23633,SET 10 CARDS WORLD CHILDREN 17067,7.470000000000001,3,2011-10-31 14:41:00,2011-11-21 15:18:00,3,3,2.49,18,3,0
23634,SET 10 CARDS XMAS CHOIR 17068,14.55,5,2011-09-02 16:39:00,2011-12-06 16:26:00,5,5,2.91,3,5,0
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,12.48,3,2011-10-05 15:56:00,2011-12-09 10:03:00,3,3,4.16,1,3,0
23636,SET 10 CARDS WISHING TREE 17116,26.19,9,2011-10-24 17:03:00,2011-12-08 16:30:00,6,7,2.91,1,6,0
23637,SET 10 CARDS OUT OF ORDER 17216,27.39,11,2011-09-07 12:02:00,2011-12-08 09:28:00,9,9,2.49,2,9,0
23638,SET 10 CARDS ROBIN WATERPUMP  17096,5.82,2,2011-09-27 18:41:00,2011-11-24 09:21:00,2,2,2.91,16,2,0
23639,SET 10 CARDS MAGICAL TREE 17086,13.32,4,2011-09-15 16:32:00,2011-11-17 15:17:00,4,4,3.33,22,4,0
23640,SET 10 CARDS SCOTTIE DOG 17211,22.410000000000004,9,2011-09-07 16:15:00,2011-12-08 09:28:00,8,8,2.49,2,8,0
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,3.33,1,2011-10-31 14:41:00,2011-10-31 14:41:00,1,1,3.33,39,1,0
23644,SET 10 CARDS CHRISTMAS TREE 16955,16.65,5,2011-09-30 17:22:00,2011-12-09 10:03:00,5,5,3.3299999999999996,1,5,0
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,22.410000000000004,9,2011-10-27 17:15:00,2011-12-08 09:20:00,4,4,2.49,2,4,0
23646,SET 10 CARDS JINGLE BELLS 16957,19.92,8,2011-09-07 16:48:00,2011-11-17 15:17:00,5,5,2.49,22,5,0
23649,SET 10 CARDS DECK THE HALLS 16960,4.98,2,2011-11-15 17:00:00,2011-11-25 14:25:00,2,2,2.49,14,2,0
23650,SET 10 CARDS FILIGREE BAUBLE 16961,9.96,4,2011-09-27 18:41:00,2011-12-08 09:28:00,4,4,2.49,2,4,0
23652,SET 10 CARD CHRISTMAS STAMPS 16963,5.82,2,2011-11-17 15:17:00,2011-11-17 15:17:00,1,1,2.91,22,1,0
23654,SET 10 CARD SNOWMAN 16965,12.450000000000001,5,2011-10-27 17:15:00,2011-12-08 16:30:00,4,4,2.49,1,4,0
23660,HENRIETTA HEN MUG ,534.66,306,2011-10-13 13:43:00,2011-12-09 10:03:00,22,42,1.7472549019607841,1,22,0
23661,MILK MAIDS MUG ,393.59,219,2011-10-13 13:43:00,2011-12-09 10:03:00,23,33,1.797214611872146,1,23,0
23664,FLOWER SHOP DESIGN MUG,1.65,1,2011-11-11 15:28:00,2011-11-11 15:28:00,1,1,1.65,28,1,0
23681,LUNCH BAG RED VINTAGE DOILY,2525.04,1576,2011-11-06 12:36:00,2011-12-09 12:20:00,30,132,1.6021827411167513,1,30,0
23691,WRAP KEEP CALM BIRTHDAY,481.5,1175,2011-11-02 11:52:00,2011-12-07 14:34:00,21,38,0.4097872340425532,2,21,0
23692,WRAP A PRETTY THANK YOU,21.0,50,2011-11-09 11:17:00,2011-11-30 10:54:00,2,2,0.42,10,2,0
23694,PAISLEY PARK CARD,165.07999999999998,376,2011-11-14 13:42:00,2011-12-08 17:12:00,20,41,0.4390425531914893,1,20,0
23695,DOILY THANK YOU CARD,313.24,741,2011-11-09 14:11:00,2011-12-08 17:12:00,22,57,0.42272604588394064,1,22,0
23697,A PRETTY THANK YOU CARD,194.58,456,2011-11-09 14:11:00,2011-12-08 17:57:00,20,35,0.4267105263157895,1,20,0
23702,High Resolution Image,27.0,4,2011-10-19 10:33:00,2011-11-16 11:09:00,3,3,6.75,24,3,0
23843,"PAPER CRAFT , LITTLE BIRDIE",168469.6,80995,2011-12-09 09:15:00,2011-12-09 09:15:00,1,1,2.08,1,1,2
35001G,HAND OPEN SHAPE GOLD,677.34,198,2010-12-02 15:19:00,2011-12-07 17:17:00,27,30,3.420909090909091,2,27,0
35001W,HAND OPEN SHAPE DECO.WHITE,270.02000000000004,92,2010-12-05 16:41:00,2010-12-16 10:08:00,5,5,2.9350000000000005,359,5,1
35004B,SET OF 3 BLACK FLYING DUCKS,2934.8100000000004,577,2010-12-01 10:51:00,2011-12-09 11:34:00,90,111,5.086325823223571,1,90,0
35004C,SET OF 3 COLOURED  FLYING DUCKS,1888.1000000000001,394,2010-12-01 10:03:00,2011-03-07 14:33:00,29,39,4.792131979695432,277,29,1
35004G,SET OF 3 GOLD FLYING DUCKS,454.65,127,2010-12-01 10:03:00,2011-12-07 17:17:00,21,21,3.5799212598425196,2,21,0
35004P,SET OF 3 PINK FLYING DUCKS,5.45,1,2010-12-10 13:27:00,2010-12-10 13:27:00,1,1,5.45,364,1,1
35095A,BLUE VICTORIAN FABRIC OVAL BOX,388.57,925,2010-12-01 14:32:00,2011-12-09 10:03:00,77,100,0.42007567567567566,1,77,0
35095B,RED VICTORIAN FABRIC OVAL BOX,352.25,862,2010-12-01 14:32:00,2011-12-09 10:03:00,79,98,0.40864269141531323,1,79,0
35241,ENAMEL BLUE RIM BISCUIT BIN,530.49,103,2010-12-05 10:36:00,2011-05-03 15:59:00,40,44,5.1503883495145635,220,40,1
35265,COLOURFUL FLOWER FRUIT BOWL,52.2,17,2011-01-11 14:15:00,2011-10-02 15:49:00,12,12,3.070588235294118,68,12,0
35271S,GOLD PRINT PAPER BAG,3.6100000000000003,19,2010-12-01 17:35:00,2010-12-02 13:49:00,2,2,0.19000000000000003,372,2,1
35400,WOODEN BOX ADVENT CALENDAR ,89.5,10,2010-12-17 16:53:00,2011-11-23 14:35:00,4,5,8.95,16,4,0
35443,RASTA IN BATH W SPLIFF ASHTRAY,6.8,8,2010-12-23 16:49:00,2011-11-24 15:01:00,6,6,0.85,15,6,0
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,979.11,1848,2010-12-01 14:32:00,2011-12-09 11:20:00,131,223,0.5298214285714286,1,131,0
35591T,TURQUOISE CHRISTMAS TREE ,6.25,5,2010-12-01 11:57:00,2011-11-20 12:36:00,4,4,1.25,20,4,0
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1.25,1,2010-12-06 12:15:00,2010-12-06 12:15:00,1,1,1.25,369,1,1
35597B,BLACKCHRISTMAS TREE 30CM,1.25,1,2010-12-06 12:15:00,2010-12-06 12:15:00,1,1,1.25,369,1,1
35597D,PINK/WHITE CHRISTMAS TREE 30CM,17.48,46,2011-08-16 10:50:00,2011-09-01 16:45:00,2,2,0.38,99,2,0
35598A,DUSTY PINK CHRISTMAS TREE 60CM,26.550000000000004,9,2011-11-16 13:40:00,2011-11-20 15:00:00,2,2,2.9500000000000006,19,2,0
35598B,BLACK CHRISTMAS TREE 60CM,460.64,558,2010-12-01 15:37:00,2011-11-30 17:22:00,22,25,0.8255197132616487,9,22,0
35598C,WHITE CHRISTMAS TREE 60CM,5.9,2,2011-11-13 16:22:00,2011-11-24 12:25:00,2,2,2.95,16,2,0
35598D,PINK/WHITE CHRISTMAS TREE 60CM,493.01,684,2010-12-01 14:32:00,2011-12-04 12:14:00,36,42,0.7207748538011696,6,36,0
35599B,BLACK CHRISTMAS TREE 120CM,551.13,217,2010-12-03 11:36:00,2011-12-04 12:14:00,26,27,2.539769585253456,6,26,0
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,553.07,201,2010-12-01 14:32:00,2011-12-04 12:14:00,25,34,2.7515920398009954,6,25,0
35607A,PINK FLUFFY CHRISTMAS DECORATION,7.82,26,2010-12-16 17:53:00,2011-01-18 17:34:00,2,2,0.3007692307692308,325,2,1
35607B,BLACK FEATHER CHRISTMAS DECORATION,18.240000000000002,96,2011-03-06 12:46:00,2011-09-15 12:16:00,7,7,0.19000000000000003,86,7,0
35609A,PINK FEATHER CHRISTMAS DECORATION,2.51,1,2010-12-10 14:59:00,2010-12-10 14:59:00,1,1,2.51,364,1,1
35610A,PINK CHRISTMAS FLOCK DROPLET ,15.02,10,2010-12-01 14:32:00,2010-12-15 12:01:00,3,3,1.502,360,3,1
35610B,BLACK CHRISTMAS FLOCK DROPLET ,30.0,24,2010-12-13 09:52:00,2010-12-13 09:52:00,1,1,1.25,362,1,1
35610C,WHITE CHRISTMAS FLOCK DROPLET ,32.51,25,2010-12-10 14:59:00,2010-12-13 09:52:00,2,2,1.3004,362,2,1
35637A,IVORY STRING CURTAIN WITH POLE ,440.62,170,2010-12-01 17:06:00,2011-11-27 13:49:00,27,28,2.5918823529411763,12,27,0
35637C,PINK STRING CURTAIN WITH POLE,100.86,30,2011-01-31 09:09:00,2011-11-27 13:49:00,9,9,3.362,12,9,0
35638A,PINK AND BLACK STRING CURTAIN,82.1,38,2011-02-20 15:06:00,2011-11-20 14:01:00,5,5,2.1605263157894736,19,5,0
35638B,PINK/BLUE STRING CURTAIN ,128.32999999999998,57,2011-07-13 16:07:00,2011-11-20 14:01:00,5,5,2.2514035087719297,19,5,0
35645,VINTAGE BEAD PINK JEWEL BOX,17.0,4,2011-07-11 13:35:00,2011-10-20 13:06:00,3,3,4.25,50,3,0
35646,VINTAGE BEAD PINK EVENING BAG,937.25,619,2010-12-07 09:13:00,2011-12-09 10:03:00,73,94,1.514135702746365,1,73,0
35647,VINTAGE BEAD PINK SHADE ,16.25,13,2011-01-23 15:16:00,2011-03-11 12:29:00,2,2,1.25,274,2,1
35648,VINTAGE BEAD PINK PURSE ,1066.6599999999999,979,2010-12-06 09:58:00,2011-12-09 10:03:00,107,128,1.0895403472931562,1,107,0
35649,VINTAGE BEAD COSMETIC BAG ,156.85,57,2011-04-01 14:58:00,2011-12-08 09:28:00,30,35,2.751754385964912,2,30,0
35650,VINTAGE BEAD PINK JEWEL STAND,4.95,1,2011-08-01 11:57:00,2011-08-01 11:57:00,1,1,4.95,131,1,1
35651,VINTAGE BEAD PINK SCARF ,985.8399999999999,451,2010-12-06 09:58:00,2011-11-10 14:28:00,43,58,2.1858980044345895,29,43,0
35653,VINTAGE BEAD NOTEBOOK,433.19,150,2010-12-05 12:43:00,2011-08-11 11:45:00,39,52,2.8879333333333332,121,39,0
35809A,ENAMEL PINK TEA CONTAINER,488.06,420,2010-12-07 15:28:00,2011-06-09 15:34:00,47,62,1.162047619047619,183,47,1
35809B,ENAMEL BLUE RIM TEA CONTAINER,9.18,8,2011-04-04 11:28:00,2011-04-11 14:11:00,3,3,1.1475,242,3,1
35809a,ENAMEL PINK TEA CONTAINER,37.33,9,2010-12-09 16:26:00,2011-05-10 15:07:00,9,9,4.147777777777778,213,9,1
35810A,ENAMEL PINK COFFEE CONTAINER,640.0899999999999,633,2010-12-16 17:29:00,2011-10-30 13:06:00,63,75,1.0112006319115323,40,63,0
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,174.09,152,2010-12-05 10:36:00,2011-11-30 14:03:00,22,26,1.1453289473684212,9,22,0
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28000000000001,162,2011-02-07 14:53:00,2011-09-26 10:57:00,5,5,0.39061728395061734,75,5,0
35816P,"ACRYLIC JEWEL ANGEL,PINK",29.64,78,2011-08-12 12:37:00,2011-08-16 13:12:00,2,2,0.38,115,2,1
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",19.86,18,2010-12-15 12:01:00,2011-08-12 12:37:00,2,2,1.1033333333333333,120,2,1
35818B,"ACRYLIC JEWEL ICICLE, BLUE",11.780000000000001,31,2011-08-16 13:12:00,2011-11-01 14:29:00,3,3,0.38000000000000006,38,3,0
35818P,"ACRYLIC JEWEL ICICLE, PINK",105.83,263,2010-12-01 14:32:00,2011-12-05 13:14:00,17,19,0.4023954372623574,4,17,0
35819B,"ACRYLIC HANGING JEWEL,BLUE",106.05,268,2010-12-20 15:03:00,2011-11-30 15:58:00,19,24,0.3957089552238806,9,19,0
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,95,2011-09-16 13:13:00,2011-11-13 16:13:00,7,7,0.7005263157894737,26,7,0
35833G,4 GOLD FLOCK CHRISTMAS BALLS,6.72,2,2010-12-06 10:08:00,2010-12-06 10:08:00,1,1,3.36,369,1,1
35833P,4 PINK FLOCK CHRISTMAS BALLS,88.47,49,2010-12-07 15:28:00,2011-11-24 15:02:00,20,22,1.8055102040816327,15,20,0
35909A,RABBIT EASTER DECORATION,23.6,8,2011-01-05 15:56:00,2011-04-26 13:05:00,3,3,2.95,227,3,1
35909B,PINK FLOWERS RABBIT EASTER,23.6,8,2011-02-14 14:13:00,2011-06-14 13:15:00,2,2,2.95,178,2,1
35910A,MULTICOLOUR EASTER RABBIT ,39.0,20,2011-01-05 15:56:00,2011-03-28 14:07:00,4,4,1.95,256,4,1
35910B,PINK FLOWERS RABBIT EASTER,25.349999999999998,13,2011-03-18 14:20:00,2011-11-06 12:25:00,3,3,1.9499999999999997,34,3,0
35911A,MULTICOLOUR RABBIT EGG WARMER,292.07,319,2010-12-16 11:53:00,2011-11-04 15:18:00,54,70,0.9155799373040752,35,54,0
35911B,PINK/FLOWER RABBIT EGG WARMER ,100.76,119,2011-01-05 12:15:00,2011-03-22 09:27:00,11,15,0.8467226890756303,263,11,1
35912B,WHITE/PINK CHICK DECORATION,301.26,252,2011-01-13 10:39:00,2011-10-30 11:09:00,19,20,1.1954761904761904,41,19,0
35913B,WHITE/PINK CHICK EASTER DECORATION,35.48,36,2011-01-25 13:15:00,2011-11-06 12:25:00,9,10,0.9855555555555555,34,9,0
35914,PINK CHICK EGG WARMER + EGG CUP,218.81,195,2010-12-06 16:57:00,2011-10-19 15:08:00,27,40,1.1221025641025641,51,27,0
35915B,BLUE KNITTED HEN ,257.21999999999997,220,2010-12-10 11:33:00,2011-09-23 17:04:00,29,50,1.169181818181818,77,29,0
35915C,PEACH KNITTED HEN ,316.46,315,2011-01-10 16:25:00,2011-04-18 15:16:00,36,60,1.0046349206349205,235,36,1
35916A,YELLOW FELT HANGING HEART W FLOWER,67.39,87,2010-12-06 10:08:00,2011-10-18 17:00:00,24,29,0.7745977011494253,52,24,0
35916B,BLUE FELT HANGING HEART WITH FLOWER,76.68,91,2010-12-01 17:06:00,2011-10-18 17:00:00,28,32,0.8426373626373627,52,28,0
35916C,PINK FELT HANGING HEART W FLOWER,107.72,106,2010-12-01 17:06:00,2011-10-18 17:00:00,19,20,1.0162264150943396,52,19,0
35920,FOUR RABBIT EASTER DECORATIONS,104.84,72,2011-01-19 16:18:00,2011-04-19 15:37:00,14,15,1.4561111111111111,234,14,1
35921,EASTER BUNNY HANGING GARLAND,133.23,68,2011-01-16 15:50:00,2011-04-19 16:52:00,18,23,1.9592647058823527,234,18,1
35922,EASTER BUNNY WREATH,138.6,28,2011-01-16 16:23:00,2011-04-08 11:28:00,9,10,4.95,246,9,1
35923,CANDY HEART HANGING DECORATION,690.52,1318,2011-01-10 09:43:00,2011-12-01 11:51:00,49,62,0.5239150227617603,9,49,0
35924,HANGING FAIRY CAKE DECORATION,1484.3,820,2010-12-05 13:55:00,2011-12-08 09:28:00,58,72,1.8101219512195121,2,58,0
35933,PINK STOCKING CHRISTMAS DECORATION,92.21000000000001,226,2010-12-17 14:54:00,2011-11-06 12:26:00,16,19,0.40800884955752215,34,16,0
35953,FOLKART STAR CHRISTMAS DECORATIONS,1633.6699999999998,3581,2010-12-05 13:00:00,2011-12-09 10:03:00,64,131,0.45620497067858135,1,64,0
35954,SMALL FOLKART STAR CHRISTMAS DEC,350.48,1245,2010-12-01 15:37:00,2011-11-09 16:10:00,36,54,0.28151004016064257,30,36,0
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,361.81,688,2010-12-01 14:32:00,2011-01-13 09:30:00,23,41,0.5258866279069767,331,23,1
35958,FOLKART ZINC STAR CHRISTMAS DEC,10.2,12,2010-12-05 13:05:00,2010-12-09 14:55:00,3,3,0.85,365,3,1
35961,FOLKART ZINC HEART CHRISTMAS DEC,2629.81,2986,2010-12-01 14:32:00,2011-12-08 17:54:00,166,244,0.8807133288680509,1,166,0
35964,FOLKART CLIP ON STARS,404.08,783,2010-12-01 17:06:00,2011-12-09 10:03:00,63,100,0.516066411238825,1,63,0
35965,FOLKART HEART NAPKIN RINGS,551.13,366,2010-12-01 17:06:00,2011-11-15 17:00:00,59,69,1.5058196721311474,24,59,0
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,10.260000000000002,27,2011-06-09 09:44:00,2011-08-24 10:45:00,2,2,0.38000000000000006,108,2,0
35967,FOLK ART METAL STAR T-LIGHT HOLDER,252.33,485,2010-12-01 17:06:00,2011-12-08 13:04:00,54,67,0.5202680412371135,1,54,0
35968,FOLK ART METAL HEART T-LIGHT HOLDER,82.1,163,2010-12-08 13:08:00,2011-11-01 14:29:00,18,19,0.503680981595092,38,18,0
35970,ZINC FOLKART SLEIGH BELLS,9512.73,5050,2010-12-03 14:27:00,2011-12-09 10:26:00,136,456,1.883708910891089,1,136,2
35971,ROSE FOLKART HEART DECORATIONS,600.93,462,2010-12-01 14:32:00,2011-12-05 17:24:00,76,88,1.3007142857142857,4,76,0
35972,DAISY FOLKART HEART DECORATION,120.0,96,2011-01-05 15:56:00,2011-11-06 14:56:00,15,16,1.25,33,15,0
37327,ASSTD MULTICOLOUR CIRCLES MUG,840.0799999999999,1578,2010-12-05 16:41:00,2011-11-10 12:01:00,65,81,0.5323700887198985,30,65,0
37330,BIG POLKADOT MUG,2.34,6,2011-03-22 12:25:00,2011-03-22 12:25:00,1,1,0.38999999999999996,263,1,1
37333,"RETRO ""TEA FOR ONE"" ",120.99,21,2010-12-09 14:15:00,2011-05-03 12:13:00,16,17,5.761428571428572,221,16,1
37340,MULTICOLOUR SPRING FLOWER MUG,1695.86,2544,2010-12-07 14:41:00,2011-12-08 10:53:00,96,135,0.6666116352201258,2,96,0
37342,POLKADOT COFFEE CUP & SAUCER PINK,1489.01,1570,2010-12-16 13:15:00,2011-09-02 14:42:00,77,109,0.9484140127388535,98,77,0
37343,POLKADOT MUG PINK ,123.29999999999998,72,2010-12-01 13:54:00,2011-03-09 14:30:00,12,13,1.7124999999999997,275,12,1
37351,ORANGE FLOWER MUG ,9.06,10,2011-01-25 17:10:00,2011-03-20 13:28:00,2,2,0.906,264,2,1
37370,RETRO COFFEE MUGS ASSORTED,3839.01,2567,2010-12-01 09:02:00,2011-11-22 12:24:00,89,159,1.495523957927542,18,89,0
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,7.5,6,2011-01-19 15:20:00,2011-01-19 15:20:00,1,1,1.25,324,1,1
37413,ICON MUG REVOLUTIONARY,284.49,703,2011-02-07 11:42:00,2011-12-05 17:09:00,59,81,0.40467994310099575,4,59,0
37423,WHITE WITH BLACK CATS PLATE,33.18,78,2011-03-04 09:46:00,2011-03-18 11:30:00,3,3,0.42538461538461536,267,3,1
37444A,YELLOW BREAKFAST CUP AND SAUCER,66.35000000000001,53,2010-12-01 09:41:00,2011-07-13 12:06:00,18,18,1.2518867924528303,150,18,1
37444B,BLUE BREAKFAST CUP AND SAUCER ,11.8,4,2010-12-09 14:15:00,2011-03-28 12:23:00,3,3,2.95,257,3,1
37444C,PINK BREAKFAST CUP AND SAUCER ,42.27,21,2010-12-01 09:41:00,2011-03-28 12:23:00,8,9,2.012857142857143,257,8,1
37446,MINI CAKE STAND WITH HANGING CAKES,1976.09,1354,2010-12-01 15:08:00,2011-12-06 17:49:00,138,183,1.4594460856720826,3,138,0
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1313.28,820,2010-12-06 09:58:00,2011-12-08 09:28:00,90,115,1.601560975609756,2,90,0
37448,CERAMIC CAKE DESIGN SPOTTED MUG,2206.63,1451,2010-12-01 16:33:00,2011-12-08 15:31:00,132,187,1.520764989662302,1,132,0
37449,CERAMIC CAKE STAND + HANGING CAKES,5117.29,563,2010-12-01 14:32:00,2011-12-07 14:34:00,118,154,9.089325044404973,2,118,0
37450,CERAMIC CAKE BOWL + HANGING CAKES,2117.54,714,2010-12-01 17:06:00,2011-12-08 15:31:00,98,134,2.9657422969187675,1,98,0
37461,FUNKY MONKEY MUG,1.25,1,2010-12-05 15:12:00,2010-12-05 15:12:00,1,1,1.25,369,1,1
37462E,"PET MUG, GOLDFISH",13.1,36,2010-12-06 16:57:00,2011-12-05 17:28:00,12,12,0.3638888888888889,4,12,0
37464,ROBOT MUG IN DISPLAY BOX,3.75,3,2010-12-03 12:24:00,2010-12-17 16:53:00,2,2,1.25,357,2,1
37467,PIG MUG IN TWO COLOUR DESIGNS,130.26999999999998,159,2010-12-07 18:36:00,2011-10-10 14:37:00,15,17,0.8193081761006288,60,15,0
37468,HARDMAN MUG 3 ASSORTED,32.03,64,2011-01-14 10:11:00,2011-10-19 16:16:00,12,13,0.50046875,51,12,0
37471,MULTICOLOUR POLKADOT PLATE,30.43,29,2011-04-28 16:21:00,2011-10-12 14:05:00,3,3,1.0493103448275862,58,3,0
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,9.95,1,2010-12-06 16:57:00,2010-12-06 16:57:00,1,1,9.95,368,1,1
37475,SET/4 COLOURFUL MIXING BOWLS,661.9799999999999,70,2010-12-10 10:21:00,2011-12-02 13:49:00,38,43,9.45685714285714,7,38,0
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,399.02,37,2010-12-01 14:32:00,2011-10-20 15:57:00,26,26,10.784324324324324,50,26,0
37479B,CUBIC MUG FLOCK BLUE ON BROWN,78.09,131,2010-12-06 11:01:00,2011-06-15 13:35:00,19,21,0.5961068702290077,177,19,1
37479P,CUBIC MUG FLOCK PINK ON BROWN,142.23,163,2010-12-07 12:29:00,2011-11-08 12:25:00,29,32,0.8725766871165643,32,29,0
37482P,CUBIC MUG PINK POLKADOT,349.35,494,2010-12-06 11:01:00,2011-04-13 11:48:00,36,47,0.7071862348178138,241,36,1
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,19.72,68,2011-04-11 11:51:00,2011-04-13 11:48:00,2,2,0.29,241,2,1
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,10.92,28,2011-03-20 13:28:00,2011-04-13 11:48:00,3,3,0.39,241,3,1
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,14.43,33,2010-12-03 12:24:00,2011-11-21 11:55:00,14,14,0.43727272727272726,19,14,0
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,16.77,31,2010-12-03 12:24:00,2011-11-21 11:55:00,12,12,0.5409677419354838,19,12,0
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,13.65,23,2010-12-03 12:24:00,2011-09-14 16:36:00,8,8,0.5934782608695652,86,8,0
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,17.16,40,2010-12-03 12:24:00,2011-12-05 12:46:00,16,16,0.429,5,16,0
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,19.81,6,2010-12-01 17:06:00,2011-10-31 14:41:00,4,4,3.3016666666666663,39,4,0
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,6.6,4,2011-07-18 13:33:00,2011-07-18 13:33:00,1,1,1.65,144,1,1
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,13.2,8,2011-07-18 13:33:00,2011-07-18 13:33:00,1,1,1.65,144,1,1
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,9.879999999999999,4,2011-02-18 16:12:00,2011-07-18 13:33:00,2,2,2.4699999999999998,144,2,1
37495,FAIRY CAKE BIRTHDAY CANDLE SET,1622.24,440,2010-12-01 14:03:00,2011-12-08 13:25:00,76,92,3.686909090909091,1,76,0
37500,TEA TIME TEAPOT IN GIFT BOX,2360.68,380,2010-12-07 15:28:00,2011-12-09 12:20:00,98,113,6.212315789473684,1,98,0
37501,TEA TIME TEA SET IN GIFT BOX,906.83,133,2010-12-07 15:28:00,2011-08-10 16:19:00,37,49,6.818270676691729,121,37,0
37509,NEW ENGLAND MUG W GIFT BOX,5.1,2,2010-12-05 14:06:00,2010-12-06 11:01:00,2,2,2.55,369,2,1
40001,WHITE BAMBOO RIBS LAMPSHADE,675.2299999999999,821,2010-12-01 17:35:00,2011-11-13 11:15:00,53,56,0.8224482338611449,27,53,0
40003,WHITE BAMBOO RIBS LAMPSHADE,179.23,155,2010-12-09 13:08:00,2011-06-06 14:12:00,15,15,1.1563225806451611,186,15,1
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,10.2,12,2010-12-06 13:47:00,2011-11-22 13:11:00,4,4,0.85,17,4,0
40016,CHINESE DRAGON PAPER LANTERNS,2136.34,5556,2010-12-02 12:11:00,2011-09-21 14:40:00,78,97,0.3845104391648668,79,78,0
40046A,RED DAISY PAPER LAMPSHADE,62.5,50,2011-01-21 15:56:00,2011-10-17 12:33:00,6,6,1.25,54,6,0
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,6.3,15,2011-02-02 14:37:00,2011-11-27 13:26:00,4,4,0.42,12,4,0
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,10.08,24,2011-02-13 13:52:00,2011-09-23 13:12:00,5,6,0.42,77,5,0
44091A,BLUE CRUSOE CHECK LAMPSHADE,3.78,9,2011-01-10 14:57:00,2011-07-20 11:38:00,3,3,0.42,143,3,1
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,11.899999999999999,14,2011-02-20 14:08:00,2011-09-05 15:19:00,5,5,0.8499999999999999,95,5,0
44092C,PURPLE/COPPER HANGING LAMPSHADE,17.0,20,2011-02-18 17:24:00,2011-10-20 12:34:00,8,8,0.85,51,8,0
44228,CANNABIS LEAF BEAD CURTAIN,30.599999999999998,36,2010-12-20 13:08:00,2011-08-23 11:16:00,2,2,0.85,109,2,0
44234,ASSORTED CIRCULAR MOBILE,154.77,693,2010-12-03 11:36:00,2011-12-09 12:00:00,31,33,0.22333333333333336,1,31,0
44235,ASSORTED COLOURED CIRCLE MOBILE ,200.04,538,2010-12-09 13:03:00,2011-12-07 15:07:00,13,13,0.37182156133829,2,13,0
